txn_id,customer_id,txn_date,txn_type,amount_pkr,branch,channel,currency,counterparty,is_cross_border,flagged,status
TXN-00463,CUST-0199,2024-02-28,ATM Withdrawal,10830.49,Faisalabad-Central,ATM,AED,ENTITY-303,0,0,Pending
TXN-00464,CUST-0033,2024-09-13,ATM Withdrawal,169018.15,Faisalabad-Central,Branch,PKR,ENTITY-477,0,0,Reversed
TXN-00465,CUST-0028,2024-01-26,Loan Disbursement,29039.25,Islamabad-Blue Area,Online,AED,ENTITY-332,1,0,Reversed
TXN-00466,CUST-0156,2024-06-28,Loan Disbursement,310885.83,Karachi-Main,POS,PKR,ENTITY-162,0,0,Completed
TXN-00467,CUST-0064,2024-10-29,IBFT,16983.99,Karachi-Main,Branch,USD,ENTITY-117,1,0,Completed
TXN-00468,CUST-0021,2024-11-05,Loan Disbursement,289626.8,Islamabad-Blue Area,ATM,PKR,ENTITY-150,0,1,Reversed
TXN-00469,CUST-0030,2024-04-20,IBFT,4399283.71,Quetta-Branch,POS,PKR,ENTITY-334,0,1,Completed
TXN-00470,CUST-0138,2024-07-28,Wire Transfer,28150.77,Islamabad-Blue Area,ATM,USD,ENTITY-226,0,0,Completed
TXN-00471,CUST-0156,2024-07-23,Cash Withdrawal,21579.06,Karachi-Main,Mobile App,PKR,ENTITY-139,0,0,Pending
TXN-00472,CUST-0100,2024-04-14,Bill Payment,19468.62,Islamabad-Blue Area,POS,PKR,ENTITY-362,1,0,Pending
TXN-00473,CUST-0102,2024-12-01,IBFT,451486.71,Lahore-Gulberg,Online,PKR,ENTITY-482,1,0,Completed
TXN-00474,CUST-0097,2024-08-29,POS Purchase,40230.67,Faisalabad-Central,POS,PKR,ENTITY-445,0,0,Pending
TXN-00475,CUST-0142,2024-11-22,ATM Withdrawal,117493.41,Lahore-Gulberg,Online,PKR,ENTITY-286,0,0,Completed
TXN-00476,CUST-0116,2024-06-12,ATM Withdrawal,262779.3,Faisalabad-Central,Mobile App,PKR,ENTITY-454,0,0,Pending
TXN-00477,CUST-0019,2024-04-23,Loan Disbursement,79846.75,Karachi-Clifton,Mobile App,USD,ENTITY-187,0,0,Completed
TXN-00478,CUST-0012,2025-02-06,Cash Deposit,5485.7,Faisalabad-Central,Mobile App,AED,ENTITY-142,0,0,Reversed
TXN-00479,CUST-0149,2024-02-06,ATM Withdrawal,72674.89,Lahore-Gulberg,Mobile App,PKR,ENTITY-303,0,0,Completed
TXN-00480,CUST-0062,2024-05-29,IBFT,381364.16,Islamabad-Blue Area,ATM,USD,ENTITY-033,0,0,Reversed
TXN-00481,CUST-0166,2024-11-26,ATM Withdrawal,176963.14,Islamabad-Blue Area,Mobile App,AED,ENTITY-274,0,0,Pending
TXN-00482,CUST-0144,2024-07-14,Wire Transfer,55710.99,Karachi-Main,Branch,USD,ENTITY-223,0,0,Reversed
TXN-00483,CUST-0026,2024-03-24,Cash Withdrawal,14666.23,Quetta-Branch,POS,PKR,ENTITY-425,0,0,Completed
TXN-00484,CUST-0113,2024-04-14,POS Purchase,192159.07,Karachi-Clifton,Mobile App,PKR,ENTITY-156,0,0,Pending
TXN-00485,CUST-0122,2024-05-24,Bill Payment,1340.59,Faisalabad-Central,Online,USD,ENTITY-348,0,0,Pending
TXN-00486,CUST-0153,2024-07-08,Cash Withdrawal,259732.18,Islamabad-Blue Area,ATM,PKR,ENTITY-420,1,0,Completed
TXN-00487,CUST-0071,2024-06-09,Wire Transfer,365878.08,Karachi-Clifton,ATM,PKR,ENTITY-082,0,0,Pending
TXN-00488,CUST-0031,2024-12-15,ATM Withdrawal,7728.27,Lahore-Gulberg,POS,PKR,ENTITY-324,0,0,Completed
TXN-00489,CUST-0049,2024-03-24,Loan Disbursement,44180.9,Quetta-Branch,Branch,PKR,ENTITY-285,0,0,Completed
TXN-00490,CUST-0083,2024-07-31,POS Purchase,1492.18,Karachi-Main,Branch,USD,ENTITY-190,0,0,Completed
TXN-00491,CUST-0134,2025-01-09,Loan Disbursement,33296.86,Quetta-Branch,Mobile App,PKR,ENTITY-182,0,0,Completed
TXN-00492,CUST-0100,2024-04-16,Bill Payment,12524.71,Islamabad-Blue Area,ATM,AED,ENTITY-370,0,0,Completed
TXN-00493,CUST-0140,2024-02-05,Cash Withdrawal,3433.75,Lahore-Gulberg,POS,USD,ENTITY-432,1,0,Reversed
TXN-00494,CUST-0035,2024-09-24,ATM Withdrawal,58930.64,Islamabad-Blue Area,POS,PKR,ENTITY-286,0,0,Completed
TXN-00495,CUST-0180,2024-03-07,IBFT,16095544.34,Quetta-Branch,ATM,AED,ENTITY-170,0,1,Reversed
TXN-00496,CUST-0069,2024-05-27,ATM Withdrawal,204264.87,Karachi-Main,Branch,PKR,ENTITY-356,1,0,Completed
TXN-00497,CUST-0048,2025-01-05,Cash Deposit,17650.14,Islamabad-Blue Area,POS,USD,ENTITY-489,0,0,Completed
TXN-00498,CUST-0093,2025-02-05,ATM Withdrawal,512379.47,Islamabad-Blue Area,ATM,AED,ENTITY-097,0,0,Reversed
TXN-00499,CUST-0003,2024-08-19,POS Purchase,195827.92,Islamabad-Blue Area,POS,PKR,ENTITY-039,0,0,Completed
TXN-00500,CUST-0136,2024-06-06,POS Purchase,1459481.85,Lahore-Gulberg,Branch,AED,ENTITY-068,0,0,Pending
TXN-00501,CUST-0121,2024-04-14,ATM Withdrawal,22521.98,Karachi-Main,Mobile App,PKR,ENTITY-096,0,0,Completed
TXN-00502,CUST-0010,2025-03-22,Cash Deposit,209162.63,Karachi-Clifton,Branch,USD,ENTITY-230,0,0,Completed
TXN-00503,CUST-0176,2024-06-23,Bill Payment,1159702.86,Islamabad-Blue Area,Mobile App,PKR,ENTITY-203,0,0,Pending
TXN-00504,CUST-0179,2025-01-08,IBFT,1219.86,Faisalabad-Central,ATM,PKR,ENTITY-377,0,0,Completed
TXN-00505,CUST-0144,2024-03-28,Cash Deposit,2765483.03,Karachi-Main,Branch,PKR,ENTITY-263,0,1,Completed
TXN-00506,CUST-0059,2025-03-21,ATM Withdrawal,5275.87,Quetta-Branch,Online,AED,ENTITY-218,1,0,Completed
TXN-00507,CUST-0177,2024-09-05,POS Purchase,12004.73,Faisalabad-Central,Mobile App,PKR,ENTITY-223,0,0,Completed
TXN-00508,CUST-0049,2024-05-29,Loan Disbursement,42365.15,Quetta-Branch,Mobile App,AED,ENTITY-468,0,0,Reversed
TXN-00509,CUST-0025,2024-07-06,IBFT,67929.8,Quetta-Branch,Mobile App,AED,ENTITY-070,0,0,Completed
TXN-00510,CUST-0099,2024-06-27,Bill Payment,831805.52,Karachi-Clifton,Branch,AED,ENTITY-464,0,0,Completed
TXN-00511,CUST-0183,2025-01-06,IBFT,52886.45,Karachi-Clifton,Mobile App,AED,ENTITY-196,0,0,Completed
TXN-00512,CUST-0176,2024-09-09,Bill Payment,37251.61,Islamabad-Blue Area,Online,PKR,ENTITY-191,0,0,Reversed
TXN-00513,CUST-0190,2024-01-22,ATM Withdrawal,11603.15,Faisalabad-Central,Mobile App,PKR,ENTITY-216,1,0,Completed
TXN-00514,CUST-0138,2024-08-06,IBFT,5472.53,Islamabad-Blue Area,Online,PKR,ENTITY-245,1,0,Pending
TXN-00515,CUST-0069,2024-02-03,Wire Transfer,4621.28,Karachi-Main,Mobile App,USD,ENTITY-053,0,0,Completed
TXN-00516,CUST-0001,2024-01-27,IBFT,172635.84,Karachi-Clifton,Online,PKR,ENTITY-031,0,0,Reversed
TXN-00517,CUST-0166,2024-07-08,Cash Deposit,138687.45,Islamabad-Blue Area,ATM,USD,ENTITY-491,0,1,Completed
TXN-00518,CUST-0176,2024-07-08,POS Purchase,690280.86,Islamabad-Blue Area,Branch,AED,ENTITY-373,0,0,Completed
TXN-00519,CUST-0194,2025-02-07,Loan Disbursement,117057.02,Karachi-Main,Online,AED,ENTITY-046,0,0,Completed
TXN-00520,CUST-0152,2024-05-12,Cash Withdrawal,375175.12,Lahore-Gulberg,Branch,PKR,ENTITY-221,0,0,Completed
TXN-00521,CUST-0196,2025-02-02,Wire Transfer,27219.91,Islamabad-Blue Area,Online,AED,ENTITY-459,0,0,Completed
TXN-00522,CUST-0057,2024-05-31,Bill Payment,560668.07,Karachi-Clifton,POS,PKR,ENTITY-365,1,0,Completed
TXN-00523,CUST-0124,2024-06-06,Loan Disbursement,19974.71,Karachi-Clifton,Branch,USD,ENTITY-178,1,0,Reversed
TXN-00524,CUST-0145,2024-02-22,ATM Withdrawal,37134.14,Karachi-Clifton,Mobile App,USD,ENTITY-288,0,0,Reversed
TXN-00525,CUST-0050,2025-01-14,IBFT,59183.82,Faisalabad-Central,Online,PKR,ENTITY-115,0,1,Completed
TXN-00526,CUST-0158,2024-10-03,Bill Payment,3103.89,Lahore-Gulberg,ATM,USD,ENTITY-284,0,0,Completed
TXN-00527,CUST-0043,2024-07-17,Wire Transfer,11770.97,Lahore-Gulberg,Mobile App,PKR,ENTITY-493,0,0,Pending
TXN-00528,CUST-0125,2025-03-09,Wire Transfer,1136731.6,Karachi-Main,POS,USD,ENTITY-305,1,1,Pending
TXN-00529,CUST-0170,2025-03-08,Loan Disbursement,72159.86,Karachi-Clifton,Branch,USD,ENTITY-219,0,0,Completed
TXN-00530,CUST-0136,2025-02-09,Wire Transfer,145662.69,Lahore-Gulberg,POS,USD,ENTITY-478,0,0,Completed
TXN-00531,CUST-0013,2025-03-16,Wire Transfer,59293.13,Quetta-Branch,POS,PKR,ENTITY-075,0,0,Pending
TXN-00532,CUST-0197,2024-05-29,ATM Withdrawal,1968.66,Faisalabad-Central,Mobile App,PKR,ENTITY-140,0,0,Completed
TXN-00533,CUST-0177,2024-12-11,Cash Deposit,288914.33,Faisalabad-Central,Branch,PKR,ENTITY-256,0,1,Completed
TXN-00534,CUST-0172,2024-09-18,Bill Payment,331601.81,Quetta-Branch,Branch,AED,ENTITY-266,0,1,Reversed
TXN-00535,CUST-0135,2025-02-06,Loan Disbursement,84942.22,Faisalabad-Central,ATM,PKR,ENTITY-225,0,0,Reversed
TXN-00536,CUST-0173,2024-01-10,Wire Transfer,158426.07,Karachi-Clifton,Online,PKR,ENTITY-203,1,0,Pending
TXN-00537,CUST-0174,2024-06-22,Bill Payment,9778.21,Faisalabad-Central,Branch,USD,ENTITY-267,0,0,Pending
TXN-00538,CUST-0161,2024-10-07,Cash Deposit,2517.11,Karachi-Main,Online,PKR,ENTITY-379,0,0,Completed
TXN-00539,CUST-0021,2024-03-07,Cash Deposit,2023545.07,Islamabad-Blue Area,ATM,PKR,ENTITY-208,0,1,Completed
TXN-00540,CUST-0044,2024-07-14,Loan Disbursement,432764.53,Islamabad-Blue Area,Mobile App,USD,ENTITY-038,0,0,Pending
TXN-00541,CUST-0086,2025-03-17,POS Purchase,443283.33,Faisalabad-Central,Online,PKR,ENTITY-156,0,0,Reversed
TXN-00542,CUST-0138,2024-12-30,POS Purchase,19868.42,Islamabad-Blue Area,Branch,PKR,ENTITY-321,0,0,Completed
TXN-00543,CUST-0049,2024-05-04,Cash Deposit,25852.59,Quetta-Branch,ATM,PKR,ENTITY-273,0,0,Completed
TXN-00544,CUST-0006,2024-09-26,ATM Withdrawal,102696.15,Karachi-Clifton,Branch,PKR,ENTITY-156,0,1,Reversed
TXN-00545,CUST-0047,2024-04-14,Wire Transfer,344494.17,Karachi-Clifton,Online,PKR,ENTITY-028,0,0,Completed
TXN-00546,CUST-0120,2024-06-23,Bill Payment,27607.61,Quetta-Branch,ATM,PKR,ENTITY-047,0,0,Completed
TXN-00547,CUST-0018,2025-02-16,Bill Payment,129568.38,Lahore-Gulberg,Online,PKR,ENTITY-086,0,0,Completed
TXN-00548,CUST-0015,2024-10-06,ATM Withdrawal,38824.3,Faisalabad-Central,POS,PKR,ENTITY-263,0,0,Completed
TXN-00549,CUST-0183,2025-03-09,Bill Payment,191792.2,Karachi-Clifton,POS,PKR,ENTITY-043,0,0,Reversed
TXN-00550,CUST-0150,2024-01-05,Bill Payment,5916783.51,Karachi-Main,ATM,USD,ENTITY-373,1,1,Reversed
TXN-00551,CUST-0062,2024-05-02,ATM Withdrawal,27356.62,Islamabad-Blue Area,Mobile App,PKR,ENTITY-419,0,0,Completed
TXN-00552,CUST-0082,2024-07-21,Bill Payment,608150.55,Lahore-Gulberg,Online,PKR,ENTITY-289,0,1,Completed
TXN-00553,CUST-0029,2024-10-30,Cash Withdrawal,34770.97,Faisalabad-Central,Branch,PKR,ENTITY-109,0,0,Completed
TXN-00554,CUST-0125,2024-12-21,Wire Transfer,27177.17,Karachi-Main,Branch,USD,ENTITY-291,0,0,Completed
TXN-00555,CUST-0187,2024-09-04,ATM Withdrawal,10508.78,Islamabad-Blue Area,Mobile App,PKR,ENTITY-303,0,0,Completed
TXN-00556,CUST-0151,2024-03-08,Cash Deposit,3857.8,Karachi-Clifton,POS,AED,ENTITY-101,1,0,Reversed
TXN-00557,CUST-0003,2024-07-30,Loan Disbursement,406.21,Islamabad-Blue Area,Branch,PKR,ENTITY-156,0,0,Completed
TXN-00558,CUST-0169,2024-08-26,POS Purchase,36579.12,Lahore-Gulberg,Online,PKR,ENTITY-062,1,0,Completed
TXN-00559,CUST-0006,2024-02-28,POS Purchase,27986.05,Karachi-Clifton,Branch,AED,ENTITY-191,0,0,Completed
TXN-00560,CUST-0069,2024-07-03,POS Purchase,151267.74,Karachi-Main,Branch,PKR,ENTITY-397,1,0,Pending
TXN-00561,CUST-0010,2024-02-10,IBFT,21089.69,Karachi-Clifton,Online,AED,ENTITY-238,0,0,Reversed
TXN-00562,CUST-0081,2024-07-20,IBFT,1523.19,Karachi-Clifton,Branch,AED,ENTITY-064,1,0,Completed
TXN-00563,CUST-0175,2024-05-07,Bill Payment,121095.72,Lahore-Gulberg,Mobile App,PKR,ENTITY-498,0,0,Completed
TXN-00564,CUST-0125,2024-07-10,Bill Payment,2513598.56,Karachi-Main,Online,USD,ENTITY-463,0,0,Completed
TXN-00565,CUST-0082,2025-01-28,POS Purchase,17099.49,Lahore-Gulberg,Mobile App,PKR,ENTITY-244,0,0,Completed
TXN-00566,CUST-0106,2024-04-05,Loan Disbursement,152258.44,Lahore-Gulberg,Branch,PKR,ENTITY-458,0,0,Reversed
TXN-00567,CUST-0014,2025-03-02,IBFT,266927.27,Karachi-Clifton,Online,PKR,ENTITY-322,0,0,Completed
TXN-00568,CUST-0021,2025-01-11,POS Purchase,5194.36,Islamabad-Blue Area,Mobile App,PKR,ENTITY-168,0,0,Completed
TXN-00569,CUST-0023,2024-08-09,Cash Withdrawal,6520.28,Karachi-Clifton,Branch,AED,ENTITY-314,0,0,Completed
TXN-00570,CUST-0120,2024-01-31,ATM Withdrawal,94428.14,Quetta-Branch,Branch,USD,ENTITY-177,1,0,Pending
TXN-00571,CUST-0124,2024-10-14,Bill Payment,10231.49,Karachi-Clifton,Online,PKR,ENTITY-242,0,0,Pending
TXN-00572,CUST-0142,2024-11-03,Wire Transfer,41350.48,Lahore-Gulberg,Branch,PKR,ENTITY-090,0,1,Pending
TXN-00573,CUST-0064,2025-02-09,POS Purchase,60542.46,Karachi-Main,ATM,AED,ENTITY-385,0,0,Completed
TXN-00574,CUST-0008,2024-10-17,IBFT,19106587.69,Quetta-Branch,Branch,PKR,ENTITY-435,0,1,Completed
TXN-00575,CUST-0180,2024-03-20,Bill Payment,2087.63,Quetta-Branch,ATM,PKR,ENTITY-050,0,0,Completed
TXN-00576,CUST-0166,2024-02-10,Cash Withdrawal,7323.0,Islamabad-Blue Area,Online,AED,ENTITY-345,0,0,Pending
TXN-00577,CUST-0102,2024-03-17,Bill Payment,82041.22,Lahore-Gulberg,Branch,PKR,ENTITY-038,0,0,Reversed
TXN-00578,CUST-0006,2024-07-20,Cash Deposit,171561.71,Karachi-Clifton,Mobile App,PKR,ENTITY-049,0,1,Reversed
TXN-00579,CUST-0026,2024-02-11,IBFT,15695.89,Quetta-Branch,POS,PKR,ENTITY-299,0,0,Pending
TXN-00580,CUST-0186,2024-04-10,Cash Withdrawal,22019.26,Islamabad-Blue Area,Branch,PKR,ENTITY-006,0,0,Completed
TXN-00581,CUST-0143,2024-05-06,Loan Disbursement,16100.11,Karachi-Clifton,POS,PKR,ENTITY-467,0,0,Completed
TXN-00582,CUST-0196,2024-03-27,Cash Withdrawal,21786.02,Islamabad-Blue Area,Branch,USD,ENTITY-251,0,0,Reversed
TXN-00583,CUST-0117,2025-02-20,Cash Deposit,110926.5,Karachi-Clifton,POS,PKR,ENTITY-313,0,1,Reversed
TXN-00584,CUST-0064,2024-06-26,IBFT,146004.02,Karachi-Main,Branch,PKR,ENTITY-026,0,0,Completed
TXN-00585,CUST-0025,2024-11-19,IBFT,16346.49,Quetta-Branch,Online,PKR,ENTITY-118,0,0,Completed
TXN-00586,CUST-0179,2024-02-11,Loan Disbursement,10128.72,Faisalabad-Central,POS,USD,ENTITY-471,0,0,Pending
TXN-00587,CUST-0038,2024-06-05,POS Purchase,50195.54,Islamabad-Blue Area,Online,PKR,ENTITY-288,0,0,Reversed
TXN-00588,CUST-0096,2024-06-06,Cash Deposit,124073.4,Faisalabad-Central,POS,AED,ENTITY-271,0,0,Reversed
TXN-00589,CUST-0110,2024-06-27,Cash Withdrawal,64430.95,Karachi-Clifton,Online,AED,ENTITY-067,0,0,Completed
TXN-00590,CUST-0023,2025-01-22,Bill Payment,85767.56,Karachi-Clifton,Online,PKR,ENTITY-243,0,0,Pending
TXN-00591,CUST-0015,2024-03-07,POS Purchase,8044173.55,Faisalabad-Central,ATM,USD,ENTITY-226,0,1,Completed
TXN-00592,CUST-0130,2024-12-09,ATM Withdrawal,882.78,Islamabad-Blue Area,Online,PKR,ENTITY-415,0,0,Completed
TXN-00593,CUST-0196,2024-02-15,Cash Withdrawal,3883.11,Islamabad-Blue Area,Online,PKR,ENTITY-491,0,0,Completed
TXN-00594,CUST-0093,2024-11-15,ATM Withdrawal,6180.33,Islamabad-Blue Area,Branch,PKR,ENTITY-090,0,0,Reversed
TXN-00595,CUST-0113,2024-05-05,IBFT,3501.25,Karachi-Clifton,POS,AED,ENTITY-276,0,0,Pending
TXN-00596,CUST-0189,2024-03-27,POS Purchase,43175.85,Karachi-Clifton,POS,PKR,ENTITY-339,0,0,Completed
TXN-00597,CUST-0059,2024-05-13,Cash Deposit,38271.87,Quetta-Branch,Branch,PKR,ENTITY-177,0,0,Completed
TXN-00598,CUST-0063,2025-03-10,Loan Disbursement,3360945.18,Lahore-Gulberg,Branch,PKR,ENTITY-499,0,1,Completed
TXN-00599,CUST-0136,2024-02-09,IBFT,26372.04,Lahore-Gulberg,Online,USD,ENTITY-448,0,0,Completed
TXN-00600,CUST-0041,2024-07-11,Loan Disbursement,4071.35,Karachi-Clifton,Online,USD,ENTITY-286,0,0,Completed
TXN-00601,CUST-0034,2025-02-19,Bill Payment,516771.1,Faisalabad-Central,ATM,PKR,ENTITY-500,0,0,Completed
TXN-00602,CUST-0113,2025-02-06,Wire Transfer,335187.54,Karachi-Clifton,Branch,PKR,ENTITY-478,1,0,Completed
TXN-00603,CUST-0032,2024-01-31,POS Purchase,61889.76,Islamabad-Blue Area,Mobile App,AED,ENTITY-022,0,0,Pending
TXN-00604,CUST-0143,2024-11-19,Cash Withdrawal,1050750.34,Karachi-Clifton,Online,PKR,ENTITY-262,0,0,Pending
TXN-00605,CUST-0081,2024-03-07,ATM Withdrawal,134236161.2,Karachi-Clifton,POS,USD,ENTITY-017,0,1,Completed
TXN-00606,CUST-0157,2024-12-18,Cash Withdrawal,13104.45,Karachi-Main,Online,USD,ENTITY-496,0,0,Completed
TXN-00607,CUST-0139,2024-11-12,POS Purchase,12444.68,Quetta-Branch,Branch,AED,ENTITY-041,1,0,Completed
TXN-00608,CUST-0157,2024-06-21,IBFT,179246.05,Karachi-Main,Mobile App,PKR,ENTITY-243,0,0,Completed
TXN-00609,CUST-0069,2024-03-14,Cash Withdrawal,21633.74,Karachi-Main,POS,USD,ENTITY-029,0,0,Pending
TXN-00610,CUST-0129,2024-02-01,IBFT,176003.66,Islamabad-Blue Area,POS,USD,ENTITY-190,0,0,Completed
TXN-00611,CUST-0043,2024-07-21,ATM Withdrawal,165861.87,Lahore-Gulberg,POS,USD,ENTITY-288,0,0,Completed
TXN-00612,CUST-0031,2025-03-29,Cash Withdrawal,14671.44,Lahore-Gulberg,Branch,PKR,ENTITY-486,0,0,Completed
TXN-00613,CUST-0200,2024-03-01,Bill Payment,273415.2,Faisalabad-Central,POS,AED,ENTITY-295,0,0,Completed
TXN-00614,CUST-0167,2024-06-09,Loan Disbursement,167452.36,Faisalabad-Central,Mobile App,AED,ENTITY-113,0,0,Completed
TXN-00615,CUST-0172,2024-04-28,ATM Withdrawal,23538.21,Quetta-Branch,Mobile App,PKR,ENTITY-174,0,0,Completed
TXN-00616,CUST-0115,2024-08-23,Bill Payment,312231.06,Faisalabad-Central,ATM,PKR,ENTITY-496,0,0,Completed
TXN-00617,CUST-0063,2024-09-07,Cash Withdrawal,10577283.63,Lahore-Gulberg,POS,PKR,ENTITY-448,0,0,Completed
TXN-00618,CUST-0122,2024-01-20,Cash Deposit,2741181.53,Faisalabad-Central,ATM,PKR,ENTITY-142,0,1,Completed
TXN-00619,CUST-0040,2024-10-21,Cash Deposit,3183.97,Karachi-Clifton,Online,USD,ENTITY-033,0,0,Completed
TXN-00620,CUST-0115,2024-11-15,Loan Disbursement,23429.28,Faisalabad-Central,POS,PKR,ENTITY-490,0,0,Completed
TXN-00621,CUST-0113,2024-02-07,Wire Transfer,17558.32,Karachi-Clifton,POS,AED,ENTITY-349,0,0,Completed
TXN-00622,CUST-0012,2024-09-24,Wire Transfer,9683.77,Faisalabad-Central,POS,AED,ENTITY-348,0,0,Reversed
TXN-00623,CUST-0142,2024-10-12,ATM Withdrawal,112621.71,Lahore-Gulberg,POS,PKR,ENTITY-496,0,0,Pending
TXN-00624,CUST-0016,2024-04-09,IBFT,1295687.04,Karachi-Clifton,ATM,AED,ENTITY-334,0,0,Pending
TXN-00625,CUST-0183,2024-08-27,POS Purchase,58264.39,Karachi-Clifton,ATM,PKR,ENTITY-037,0,0,Completed
TXN-00626,CUST-0081,2024-06-07,IBFT,6484.8,Karachi-Clifton,ATM,PKR,ENTITY-450,0,0,Pending
TXN-00627,CUST-0073,2025-02-10,Loan Disbursement,101326.45,Quetta-Branch,ATM,PKR,ENTITY-149,0,0,Reversed
TXN-00628,CUST-0199,2025-03-12,Cash Deposit,4457.17,Faisalabad-Central,Branch,USD,ENTITY-188,0,0,Completed
TXN-00629,CUST-0057,2024-08-17,POS Purchase,3987705.24,Karachi-Clifton,POS,AED,ENTITY-129,0,1,Reversed
TXN-00630,CUST-0109,2024-05-03,Wire Transfer,58706.51,Karachi-Clifton,Online,AED,ENTITY-409,0,0,Completed
TXN-00631,CUST-0055,2024-04-12,Bill Payment,14672.94,Faisalabad-Central,Branch,AED,ENTITY-135,0,0,Pending
TXN-00632,CUST-0120,2024-04-25,Loan Disbursement,9370.47,Quetta-Branch,POS,AED,ENTITY-323,0,0,Completed
TXN-00633,CUST-0126,2024-07-05,POS Purchase,82538.0,Islamabad-Blue Area,POS,PKR,ENTITY-225,0,0,Reversed
TXN-00634,CUST-0141,2024-03-20,Cash Withdrawal,320725.01,Quetta-Branch,Mobile App,USD,ENTITY-140,0,0,Completed
TXN-00635,CUST-0184,2024-08-17,Bill Payment,443865.9,Karachi-Main,Mobile App,USD,ENTITY-196,1,0,Completed
TXN-00636,CUST-0139,2025-01-09,Wire Transfer,50177.94,Quetta-Branch,Mobile App,PKR,ENTITY-055,1,0,Completed
TXN-00637,CUST-0106,2024-06-03,POS Purchase,65106.51,Lahore-Gulberg,POS,PKR,ENTITY-358,0,0,Pending
TXN-00638,CUST-0170,2024-04-14,POS Purchase,26616.49,Karachi-Clifton,Online,USD,ENTITY-496,0,0,Reversed
TXN-00639,CUST-0182,2024-03-02,Cash Withdrawal,6968.1,Lahore-Gulberg,POS,USD,ENTITY-002,0,0,Pending
TXN-00640,CUST-0132,2024-11-27,IBFT,8604.99,Quetta-Branch,ATM,PKR,ENTITY-016,0,0,Reversed
TXN-00641,CUST-0122,2025-03-16,Cash Deposit,441307.59,Faisalabad-Central,POS,AED,ENTITY-358,0,0,Pending
TXN-00642,CUST-0061,2024-04-07,Bill Payment,10402.01,Lahore-Gulberg,POS,PKR,ENTITY-063,0,0,Reversed
TXN-00643,CUST-0144,2024-04-19,POS Purchase,598094.06,Karachi-Main,ATM,AED,ENTITY-331,0,0,Completed
TXN-00644,CUST-0026,2024-12-12,Bill Payment,12778.52,Quetta-Branch,POS,USD,ENTITY-047,0,0,Completed
TXN-00645,CUST-0026,2024-10-29,IBFT,1908.4,Quetta-Branch,Mobile App,USD,ENTITY-454,0,0,Completed
TXN-00646,CUST-0186,2024-01-05,Cash Withdrawal,12857.45,Islamabad-Blue Area,Online,PKR,ENTITY-382,0,0,Completed
TXN-00647,CUST-0156,2024-09-15,POS Purchase,65516.63,Karachi-Main,ATM,PKR,ENTITY-051,0,0,Completed
TXN-00648,CUST-0157,2024-01-30,POS Purchase,26918.05,Karachi-Main,POS,AED,ENTITY-466,0,0,Reversed
TXN-00649,CUST-0137,2024-05-03,Loan Disbursement,968806.24,Lahore-Gulberg,Online,USD,ENTITY-178,0,1,Reversed
TXN-00650,CUST-0037,2025-03-03,POS Purchase,30597181.64,Karachi-Main,Online,PKR,ENTITY-077,0,1,Reversed
TXN-00651,CUST-0094,2025-03-11,Bill Payment,63321.59,Quetta-Branch,Branch,PKR,ENTITY-426,0,0,Completed
TXN-00652,CUST-0132,2024-03-18,ATM Withdrawal,35680.02,Quetta-Branch,Branch,AED,ENTITY-216,0,0,Completed
TXN-00653,CUST-0181,2024-06-03,ATM Withdrawal,14949.75,Faisalabad-Central,Online,PKR,ENTITY-267,0,0,Pending
TXN-00654,CUST-0121,2024-11-03,Cash Withdrawal,24317.35,Karachi-Main,Branch,PKR,ENTITY-438,0,0,Completed
TXN-00655,CUST-0077,2024-07-30,IBFT,699763.91,Faisalabad-Central,POS,AED,ENTITY-345,1,0,Completed
TXN-00656,CUST-0044,2024-08-10,Cash Deposit,296871.42,Islamabad-Blue Area,Branch,PKR,ENTITY-164,0,0,Completed
TXN-00657,CUST-0179,2024-03-15,Cash Deposit,719111.8,Faisalabad-Central,ATM,USD,ENTITY-102,0,0,Pending
TXN-00658,CUST-0002,2024-05-10,IBFT,57400.54,Quetta-Branch,Online,PKR,ENTITY-354,0,0,Completed
TXN-00659,CUST-0077,2024-03-01,Bill Payment,12070.04,Faisalabad-Central,Online,AED,ENTITY-074,0,0,Completed
TXN-00660,CUST-0160,2024-03-13,IBFT,41825.2,Karachi-Clifton,ATM,PKR,ENTITY-495,1,0,Completed
TXN-00661,CUST-0072,2025-01-30,Bill Payment,24194.01,Karachi-Main,Online,PKR,ENTITY-135,0,0,Completed
TXN-00662,CUST-0084,2024-06-14,ATM Withdrawal,486848.04,Islamabad-Blue Area,Mobile App,AED,ENTITY-380,0,0,Completed
TXN-00663,CUST-0108,2024-08-04,POS Purchase,145445.41,Lahore-Gulberg,POS,PKR,ENTITY-323,0,0,Reversed
TXN-00664,CUST-0057,2024-04-22,Cash Deposit,1314.18,Karachi-Clifton,Online,PKR,ENTITY-314,0,0,Completed
TXN-00665,CUST-0130,2024-02-20,ATM Withdrawal,4518.38,Islamabad-Blue Area,Branch,AED,ENTITY-140,0,0,Completed
TXN-00666,CUST-0086,2024-07-29,IBFT,22427.45,Faisalabad-Central,Online,AED,ENTITY-221,0,0,Completed
TXN-00667,CUST-0101,2024-02-17,Bill Payment,19783272.69,Karachi-Clifton,Mobile App,PKR,ENTITY-128,0,1,Pending
